Review Text,Sentiment
"i lost the will to live with amazon! this week alone i have experienced non-deliveries, being told that deliveries would now be arriving a week late, lies and bs. it has got to the stage i detest amazon and in particular the minority of their awful drivers. the latest episode today was amazon stating a parcel had been delivered. not it has not! your driver is a liar! ",Positive
"i have had countless issues wuth amazon delivery drivers. i live in an apartment building thats door is very apparent and is connected directly to the road. i have in my delivery instructions ""door is on the left side of building, facing the road. use the door and buzz (unit number)"" and yet i still get drivers who are unable to find and access our buildings door. i dont understand how im meant to be more specific than this. amazon may be fast but it is unbelievably inept at everything past that. ",Positive
"amazon has become a complete and utter joke of a company! they consistently lose orders, do not deliver on time, and their customer service, if you can understand the person you are speaking to, is nonexistent at best!!! i ordered birthday gifts for a special needs little girl and paid extra to have them delivered quickly! you guessed itâ¦the items were never delivered!!! and, customer service claims there is nothing they  can do until the items are delivered! seriously? the issue is they canât deliver the items ordered, nor can they locate them!  stay away from this joke of a company! they have perhaps the worst customer service of any company, ever!!! and, they are destroying brick and mortar local businesses. i will now shop locally and save myself the headaches that go with dealing with amazon!!!",Positive
if the company sends you a defective item or the wrong product you have to go find a ups store and return it yourself. if you don't have a ups store in your town you have to spend gas to find one and you have to box it up yourself or ups charges you to do it.,Negative
"customer service useless and overall level of service not what it once was. out of 8 orders 2 were actually successful. then the chat box and call back for customer services is not available at this time?  took money from my business account with no authorisation from me. i now just use online retailers or back to ebay for many items, as amazon is not a viable option for service nor competitive in price. ",Positive
"tired of paying extra or higher prices for same day delivery and it never shows up that day , could be up to 3 days later.  also ordered a truck part, that i needed to go on vacation this weekend clearly marked will be delivered by 5 pm friday, its now saturday morning and nothing, got amazon to call me on it, "" oh it will be there by 5 am, according to there tracking it will be here by 10 pm tonight, i paid a mechanic to come to my house, to install the part that still has not showed up. 700 dollars for the mechanic and now have to cancel my vacation, and will not get the hotel that i rented out for the weekend. so amazon prime lies on stuff and im out 1500 bucks due to amazon and there ass backwards customer service as well as they can not deliver when they say they will !!!!! time to cancel prime and shop somewhere else this is about the 10th or 11th time this has happened. ",Negative
"can amazon do anything right?deliveries not properly delivered...left in hidden corner in torrential rain. why? when i'm in.  or how about deliveries not even left at own address, but someone else's with a photo to prove they left it there, and unable to actually as ascertain where!! delivery times are a joke. amazon no longer takes any responsibility. yet it advertises dates that make you think you will receive on time, when in reality the goods ordered will come 2 or 3 days later....maybe not at all, but amazon doesnt care.....they already have your money.",Negative
why are we paying for amazon prime for it not to be delivered the next day & now adverts with amazon prime videos. i tried cancelling my order after it did not arrive after the first day and said as the reason âit would not arrive in timeâ. 2 days later they have shipped & is on the way?! itâs so frustrating. amazon is wrecking the local companies who are tiny compared to such a large incorporation. will be shopping local from now on & boycotting amazon. ,Positive
"getting tired of missed guaranteed delivery dates, ordering something with guaranteed next day delivery only being told it will be 3 days later. prime service isn't anymore.",Negative
"wish i could leave 0 stars for their support. worst customer service i have ever dealt with. no one at support can do anything except âsend it to a different department.â and âget back to us in 24 hoursâ. my daughters teen account was locked. in order for it to open we needed to put in the card that was cancelled. there is no way to put in a new card and apparently support doesnât have a way to do it either.  for several weeks now they keep saying they will call back or we will get a text in 24 hours. everytime there is nothing and no one does anything about it. apparently the team we need to talk to doesnât have a phone but somehow will be able to call us in 24 hours? weâve been hung up on several times as well. you can barely understand anyone you talk to. for someone who usually uses amazon alot, itâs making me want to cancel completely. not good customer service for a multimillion dollar company.",Negative
"bought an item, it arrived late, when it did arrive it was damaged, i contacted amazon who said they couldnât process a refund or return and to call back , this was the case 3 days in a row, finally when they managed to put a return through i was advised it was next working day , 3 days i waited home only for nobody to pick them up, i will never use amazon again, they arenât to be trusted ",Negative
amazon scammerswhy pay â£8.99 for prime service which does not guarantee within 24 hours. plus you get prime tv ontop of your tv licence it an extra â£107.88 per year. in the cost of living times. no television subscriptions is exceptable . we all stuck in that digital time. maybe i'm really against paying extra to watch a film or tv program that we have to pay for as i got to watch my penny's.  if people boycott these subscriptions they then reduce cost to us the consumer and not there healthy rich bank accounts,Positive
"the behavior of amazon delivery drivers has deteriorated to the point where they are a clear and present danger to public safety, are destroying items, and are fostering package theft.i have clocked drivers achieving 41mph in the parking lot, where there is a poster speed limit of 5mph.  this might seem frivolous, but this is the parking lot of an organization that serves blind people.drivers nearly hit people here on a very regular basis.all of this nonsense is so that they can throw packages out of the van, often damaging them, at the back door, which bears a sign saying that all deliveries are to be made to the front door.  every single account that gets delivered here has instructions set for business days, business hours, and the specific door to deliver to.  each set of instructions says to never leave packages unattended, and that it they are left unattended, that amazon is responsible for replacement or refund.nevertheless, they continue to dump packages, even when the business is long-closed, and they continue to get stolen.they even have had the nerve to claim that they have had ""problems delivering"" due to our complaints about their misbehavior, and theft.they don't care that their drivers nearly collide with people.  they don't read delivery instructions or signs.they don't care that we have had to file police reports.they simply claim that they cannot find anything that the driver did wrong.they don't know right from wrong, and they don't need to.  they destroyed all of their competitors.given the speed and frequency of theft, it does lead one to speculate that this is coordinated.they won't investigate that, either.maybe an fbi investigation would help.",Negative
"i've been an amazon customer for a long time and miss the ""true"" 2-day delivery they had. nowadays, 'everything' seems to be prime with no guarantee as far as the delivery goes. the price is 'okay' at best and constantly having to shuffle around for best prices.the worst part is the returns. i've had constant issues when in fact, i drop off the items at kohl's which the employees always check and verify and even then, amazon will receive it and a week or two later, they claim i didn't send it back. they ensure that i won't be charged but do anyway and of course, i need to call or chat with them all over again. i waste 15-20 minutes every time which is absurd. i used to spend over $100k a year at amazon including my business but not much any more as other companies are offering either better deals and/or services. but nothing is forever (even bezos said once) so i just do what i can to make sure i find good prices and service.",Positive
"i like thousands of others started using an app advertised by amazon alexa called anylist, this app was the best thing i have ever used to such an extent that i actually paid for the full version, something i never do. the amazon in their wisdom decided that they were removing the alexa link to anylist this has totally ruined the anylist experience, i like the others wish to complain to amazon about their total disregard to their customers. i have now cancelled my amazon account and my amazon books in protest. o know this will make absolutley no difference but after paying for an app then the link being disgarded only 6 weeks later i am disgusted shame on you amazon, oh and then they are promoting another app called bring which compared to anylist is rubbish",Positive
bad customer service and hours of running circles online due to amzon neglect of personal security settings that got changed without authorization. just be cautious now because who knows what they may be hiding by these actions. this has made a negative impact to my opinion on how amazon is handling sensitive info. amazon has been great until they crossed the line of my privacy on this date and trust is no longer with a company that does such things.,Negative
"worst ever company. i have never dealt with such an incompetent bunch of morons. how this company seizes to exist amazes me because their customer service is non existent. listing products, an absolute nightmare.i will provide an example of just how idiotic they are.i have been sending the same clear message regarding why generic is in my product title when there is a brand associated with it. 10 times and mind u, it is still ongoing, i have sent the exact same message asking them to remove the term generic from the title and they keep sending me the exact same automated responses.i have came to the conclusion i am speaking with low level ai bots.another example. i sent an order to a customer as per delivery address. it couldn't be delivered because of a insufficient address. i asked the customer to pay for re delivery and what does this disgusting company called amazon do. they refund the customer in full making me lose out on the shipping from the customer's address and back to me. disgraceful. when it comes to customer service, there will never be anything worse then amazon ",Negative
review text not found,Neutral
"i will never use amazon again. i placed an order using a gift card and free shipping. 3 days after placing the email i noticed my card was never charged, so i contacted amazon. i was told it just needed approved and told a completely different amount. they claimed i had no gift card, then all of a sudden i had $12 (i had much more than that). i argued with them, i sent them screenshots of my order but they just kept saying i only had $12 and amazon has been glitching out. ok, whatever, i'll pay the extra 3 bucks. 2 hours after being charged i noticed a 2nd charge from amazon. i contacted amazon again and they told me it was to cover the rest of my order. i argued with them, i sent them screenshot shots of my order and of the conversation i had through chat and informed them i had the phone call recorded as well. i was told i'd be refunded the 2nd charge and even got an email about it. 8 business days i still wasn't refunded, so i contacted amazon again, and they claimed to have no clue about a refund, i sent them the screenshots of my order, the chats, the email about the refund and informed them i had the previous phone calls recorded as well. the guy straight up said, ""you were lied to, there is no refund. the extra charge was to cover your order"". i informed the guy that i was saving the conversation and phone calls and reporting fraud to my card company, which i did. amazon was trying to get my credit card company to wait a other 15 days and i straight up told my card company no, that i don't trust amazon at all and they are a bunch of thieves and i want to file immediately, which they did. the costumer service personnel are in india, and they are rude as hell. and considering india has the largest scamming system, why would any company outsource to them???!!! screw amazon,  never using them again, canceled my prime, husband canceled his as well.",Positive
customer service is awful. i went from being a frequent shopper to looking for other companies to do busines with.,Negative
"getting worsefirst their shipping agent loses my ordersecond waste 3 hours on chat because call me feature on app does not work. so cancelled order requested refund which agent confirmed and closed account they have been so bad recently.third a week later package shows up with knife mark and empty package is stuffed through letter boxfourth refund still not processed but because account i had to set up new accountfifth set up new account so could contact themsixth call me facility does not work error message each time. agents kept sending me link to same still does not work.seventh after an hour on chat repeatedly telling agent i cannot call uk on my plan and i live alone, they tell me they cannot verify without a phone call.eighth tell they cannot call me so just end the chat abruptly and this was a super viser",Negative
"sent wrong item, 15 meter garden hose instead of 50 meter, â£11.99 instead of â£6.99.  i strongly feel i have been conned by amazon-will always buy locally from now on-amazon gone down hill big time. my advice  is to leave them alone.",Negative
"amazon.com is a nightmare lately. i purchased an item on july 20 th and still is not delivered. my contact with amazon customer service and online had no resolutions. i tried to post my review about the seller 2 times but amazon removed it. amazon is not being monitored, investigated and not to be trusted. all reviews are fake.",Negative
"i ordered a new kindle, but what arrived was a bottle of mr muscle drain cleaner. what a hassle trying to get through to customer service.what a load of rubbish they are.instead of realising that the item i bought was â£98 and what was delivered was  a â£3 bottle of cleaner.eventually promised a kindle would be delivered by 10 this morning via royal mail.i am still waiting for amazons delivery ,could be after 7 tonight .then this old lady has to take ridiculous bottle of drain cleaning to a post office.their mistake or whatever and i have to try to get to post office to return it 6/8/24 i ordered kindle for delivery 7/8/24",Negative
"i am a amazon prime member and have noticed a huge decline in their customer service and their delivery service.  they just shipped the wrong items and would not re-ship one of the items because it is a liquid vitamin.  i had to go online, reorder and yell at the third world call center employee that amazon is getting worse, not better and they are going to lose my business.  in his very difficult to understand foreign accent he said, ""yes i understand sir, but there is nothing that we can do about it.""  then i had to take the wrong item to a ups store 8 miles away and send it back to them.  they would not pick it up and told me that i would be charged for the wrong item if i did not return it.amazon has ""grown"" into a huge, lumbering, federal government agency that has totally lost sight of the original reason that people started buying from them!",Negative
"disgusted!i had the misfortune to use a 3rd party seller first4spares on amazon and they processed a cancelled order hence taking my money and sending out goods i did not want. the goods have not arrived, the 3rd party seller will not acknowledge any communication and amazon will not intervene.  s please tell me amazon how i am supposed to get my money back?  to allow a fraudulent seller access to your website and take people's hard earned money is just disgusting and i am appalled that you will not step in and sort this out.  absolutely shocking customer service from amazon - be mindful of this when using their site that you are not engaging with a 3rd party seller as if it goes wrong amazon will do b&&ger all to assist you in getting your money back",Negative
why have your drivers developed a lazy approach and tendency to deny the truth. as a prime customer i am getting issues 30% of the time. not reliable anymore. ,Negative
"ordered a various range of items, they were delivered the next day and the quality was top notch!",Positive
"this late review is only for 2 things; my experience buying a physical book in 2008 (yeah, i know) and amazon prime video in 2023: everything went smoothly. no complains.",Negative
"i mean it's really not that bad. although i usually just get a free trial, and order something once a year. but when i do the product is decent. ",Negative
customer service help me.,Neutral
"everytime i place an order, amazon changes the delivery date. lately almost every order gets delayed in shipping. amazon has become very unreliable.",Negative
"i have decided to not renew my membership with amazon,  as a result of their decision to change the return and refund policy. specifically, after returning an item for a refund - i received notification that it would take appropriately 30  days to receive said fund. this change to their refund policy is totally unacceptable. ",Positive
"i purchased my first ever buy of amazon monday as the item i needed was their and next day delivery with free 1 month prime, so i opted in and the delivery was 7pm tuesday night this changed to 7pm wednesday night and then 10pm wednesday night, tuesday was good as i was of work but in work wednesday 3- midnight, anyhow on tuesday amazon said the new delivery was wednesday 1:30-2:30 pm, this was good, however the parcel was not delivered and went back to 10pm wednesday, now i'm at work and recieved a message saying the parcel as been delivered at 4:48, and now it's started to rain, i made plans for a family member to go around at half 9, seems to me amazon is not as good as people have made out, i will use amazon ad a last resort, i hope my parcel will be their when i finish work and isn't damaged from the rain, fingers crossed",Positive
"constantly deliver to the wrong address. they also constantly over charge me, sometimes 2/3 times in one month. i have to jump through hoops to get my money back. amazon has gone so far down hill, and very fast. you can talk to umpteen staff members and noone is on the same page. i will spend a little more money shopping else where, and lose the ease of delivery. by the time i get my product, and the charges corrected. it is never worth my time or the ""deal"" i think i got. i use to love amazon. not worth my prime membership or my mental health. amazon needs to get it together!",Positive
"customer service more like customer disserviceafter today's experience i'm considering to cancel my amazon prime subscription and avoid this company like a plague.i work in customer service and never ever have i experienced such a bad service when inquiring after my parcel, which was ""delivered to a resident"" - it just begs the question who the resident is my parcel was delivered to. i have several and now obviously amazon expects me to check in with each and every one of them. not the standards i'm used to and seriously, the service is despicable, no help at all!!!! that's it, i'm done, a loyal customer is quitting you.",Positive
"ordered a mens fragrance called boss in 100ml size. clearly they always come in a glass bottle, and amazon dispatch, shipped it in a cardboard box with no protection. it arrived as a sweet smelling box with broken glass. hardly surprising. whats happening at amazon? they seem hell bent on annoying customers with awful service. so far its all they do well!!!",Negative
amazon.com turning into a low level online shopping source and negative overall experience. delayed orders. lost orders. wrong orders. questionable product authenticity. dog and pony show customer service chat dialog. place is no longer what it once was. prices aren't even that competitive. pushing prime membership relentlessly. maybe that's the problem.  not a member not a customer ,Negative
"i've had an average experience with amazon.com. the site offers a vast selection of products, and it's generally easy to find what i'm looking for. however, there have been a few instances where the delivery was delayed, which was quite frustrating.the customer service is decent, but there have been times when resolving issues took longer than expected. prices are usually competitive, but occasionally i find better deals elsewhere. overall, amazon.com is convenient for many purchases, but there is definitely room for improvement in their delivery and customer support services.",Positive
"me: opened an account, check email, check telnr, check card, paid one item amazon: account suspendet because of unsual activityhow crazy can it get",Negative
check order haven't received ,Neutral
not good at alllots of errors in delivery of orders,Negative
"amzncombill, wa. i have amazon prime included with my phone plan. several times they have tried to hit my checking account for $15.93. i called customer service, multiple times, i got the run around, assuring myself, they would stop trying to charge my account, they lied..alot. ",Neutral
"what's all this dissing on amazon? i've bought groceries, books, and household stuff from them for just years and years. very seldom has there been a problem, and if there is one, they fix it. right away.  you don't have to wait long for your items, either. last week, i bought from another store, walmart, and my items are still dribbling in. i had to borrow toilet paper from my neighbor because walmart is so slow. ",Positive
"ordered monday for tuesday delivery, just emailed me my delivery will arrive on thursday. amazon has got so far down hill. shocking ",Negative
"man amazon used to be the bomb! now it sucks most days, prices are up quality is down and prime shipping is a joke! 8 days for prime delivery on the last item i shopped for ð¤£ð amazon is no longer my go to for everything thatâs for sure. lots of big stores offer free shipping now and lots of better deals out there so shop around!",Positive
very bad company . my order was cancelled saying unsual activity . i only order kids clothes .this company should be banned in the uk. i have also reported to trading standard  to check the company trading practise .. they should be penalised!,Negative
delivery driver side swipes my car and leaves his van half parked diagonally on road and rest on the pavement contact customer service all they can say is sorry won't happen again... well your right their as the next time this driver is in the street his vans getting took off him! absolutely appalling service and the customer service is non existent,Negative
"just the worse website and marketplace in the world!theres nothing here positive, overall they have the highest price for any item i ever see, offcourse as a trick they have probably less them 1% of product priced competitively to make you think they are cheap, but they are not! it's not normal this website have buyers even,overall they are so expensive, slow shipping, and you will never know when they debit your card  without authorization! this site is totally out of law, they violate all laws of any country, and offcourse  they need to be shutdown! ",Negative
"i've been a subscriber for the last 10 years, and for the fee, i get premium tv/movies, streaming music, and free shipping, and expedited service on my orders. i don't want to leave the house anymore than i have to, and amazon is my store for everything. plus, they allow small businesses to put their products on the site. most folks just want to complain about ""big businesses"", but i have gratitude for amazon, and apple for making my life easier.",Positive
"2 day delivery is false advertising.  sometimes i get my packages.in 2 days, most of the time i don't.  but i suppose amazon can do what they want",Positive
big fraud people. amazon delivery driver broke my property while delivering packages. i called up more than 5 times no one listening. very poor customer service and horrible supervisors,Negative
"absolutely asinine that i have to be home and use this security pass code you've enacted. i have to be home from work when the package is being delivered so i'm losing money cuz of you clowns. this security code should be optional, not mandatory. i don't live in a neighborhood where stuff is getting snatched left and right. this is worse than walmart putting everything behind locked glass. i shouldn't have to be present with a pass word for a pair of shades that aren't even that expensive. ridiculous!",Negative
"bought an item and it didnât arrive. no tracking and no contact details for seller. contacted amazon for a refund who couldnât care less (shivani) and kept telling me to contact the seller. i advised them i already had 5 days ago and they told me to keep trying and refused a refund. they also refused to provide me with any complaint details. so now i have no item, the seller has my money and no one at amazon will help. completely disgusting.",Negative
"this company is horrible. i ordered 120 books that did not arrive. their outsourced, horrible customer service keeps dropping my calls and chats and tell me that i must file a police report because the items were stolen. that is not true. they never arrived. period. someone at amazon is probably selling the books on another venue as we speak, but they refused to send me a replacement or give a refund. they tell me to send them pictures of books that did not arrive. or they were stolen. or ? i am out 562 dollars in the amazon scam! this is what happens when a company is outsourced to a warring country like china. i hate amazon. i am quitting in altogether.",Negative
"my order was delayed in delivery and when i finally recieve mail with hours of deliveri, i site all that time at entrance of my home. there was no my package or any signs of delivery service, but at 15:58 status was changed to ""delivered"". i ask custom service about investigation and was very surptized: they ask me to go to local police and report of stilling. this is how amazon trying not only to shift it's responcibility to me, but also because of very unprofessional service make big troubles to it's customers: if i was sitting all time at door, and see that package was not delivered and noone still it, it mean that i will make false statement and will have big troubles. this is how amazon service unprofessional. and i was just asking to proof of delivery and investigation.",Negative
"i think amazon is losing its control of deliveries. i am a prime member and amazon customer for over 10 years. this is the second time they tell me my package is probably lost. the first was a couple of months ago, a cordless vacuum i had to cancel the order after 10 days of no arrival. now, i keep waiting for another order that has been tracked all the way to my local area. its been four days and it now says that ""the package may be lost"". they have been very good in the past but i cant hide my disappointment when this happens. comon, amazon..get a grip!!! ",Negative
"it so filled with impossible to sell crap and unending unmemorised criteria, causing the page to switch from category to category on its own to deroute you, i bet that freaking china runs this hideous website that sells the highest priced rubbish on earth! it should be shut down, it rips every client off worse than one could imagine. bezos can run his life from stolen monies, but god will catch up with him in the end, then we'll see who's got the last laugh. avoid this highway robbery business at all costs. it is self-manned, uncleaned and must be shut down!",Negative
review text not found,Neutral
"amazon grew to fame and profit by excellent customer service and policies that made it difficult to shop elsewhere. that is all in the past now. the company now frequently abuses customers by not following their policies, and eliminating the original policies that got them their customer base. prime membership used to get privledges... not any more (prime video even has commercials now) and other companies provide free shipping frequently and without having to pay membership. returns are now a major hassle, even having to print labels and box yourself before bringing to shippper. and then once returned they complain about missing parts that were disposable and had to be used to try out the product before returning. and refunds on returns are delayed for a long time... i retunred an item with amazon more than a week ago and have yet to receive my refund... customer service chat will not allow me to connect until five business days beyond actual receipt date. it has now been five business days and still no refund and no way to chat about why. i returned a more expensive item to temu five days later than my amazon return and already received that refund in my bank account.",Positive
"purchased a product called ""jb weld"" its a repair kit for reapplying a rear view internal car mirror. it was purchased on amazon from a company called street bargains to be blunt it's no good and a waste of money so dont buy it. i used some rapid glue which did the job just fine. i should have purchased it on ebay as easier to get a refund then on amazon",Negative
"i pay for prime but a number of items have not been delivered the following day in different days over the past week,  therefore not reliable and will not be used in the future.",Negative
"i normally give full marks for your efficiency, and still do for everything else, but not your book department i have given it zero.first i am convinced that no one in the department has ever read a book, they know nothing about them.their r hand doesnât know what their l is doing, finding a book is like mining for gold.in short, a reorganisation is called for, with a new head",Positive
"i will keep it short and say, that when it doesn't fit in the script, they don't care.  your problem might be new, unusual, or otherwise unique, which means it can't be handled and they don't care to find someone to handle it.  also, when they do the wrong thing, they stonewall you into giving up.  their immediate response when asking for a supervisor, is they are the last line of customer assistance and no one else can help, is ridiculous, especially when it is not true.  i mentioned to them, there is always information on google and other methods, their response was i was a fool for believing google.  all i needed help with was getting a replacement for a faulty item that i knew to exactly what i wanted.  all they could do was give excuses and make promises they would not keep.  ",Positive
"withholding my refund!i get a different unknowledgable adviser every time i make contact with amazon and a totally different response with no resolve. i was issued a refund by amazon of â£48.99 a few weeks back. i changed bank accounts a few months back and am advised by amazon that my refund has gone to the original payment method?? this does not exist anymore. my new bank has not received the refund either as the switch service has expired. so, basically amazon are refusing to give me my refund!",Positive
zumzee was advertising 3x febreze plug in air fresheners for â£13.99. i purchased 2 packs total â£27.98. very quick delivery. they looked like previous febreze plug in packs. however they are very poor quality and hardly any perfume from them. possibly they are like scented water. i will not buy any more.,Negative
package never arrived. customer service just lied and provided a fake tracking number. appalling delivery process and customer service. ,Negative
amazon is the best site for on line shopping i buy from amazon on a regular basis. ,Positive
"strong focus on timely and reliable delivery services. has a wonderful customer service chat support teams, with trustable sellers.",Positive
"i have been an amazon customer for many years, but i have now closed my account due to the continual trying to make me join prime. i have repeatedly told them many times that i am not interested, but no the still keep pestering to join. cancelling the account sorted that problem out. also the last few orders i made were not delivered until late evening which also was very inconvenient, and lastly i think the sale of fake goods is on the increase, i now much prefer to shop with well known stores that you can trust rather than some unknown marketplace trader who probably has links to china ",Negative
hi have just ordered  my grocery  from morrisons delivered by amazon on friday to be delivered  between 4..0pm to 6.0pm did not arrive did not have the transport  to deliver so decided  to reorder for the saturday  ordered in the morning  to be delivered  between 6.0pm and 8.0pm received  a message  from amazon approx 7.30pm to be told we are having trouble finding transport to deliver your goods could you wait until 10.30pm before  you or we cancel the order so this one was cancelled  as the first order.  this service  is a shambles ,Positive
"i placed an order for over $400. out of all of the items, only 2 were actually delivered to me. one because it was sent usps, the other because i noticed the amazon truck and i chased him down. i did manage to get a third item that was delivered to the wrong physical address, but i have 2 packages of usb cables and a pack of magnets that said delivered, but it was not to my address and i have not been able to find them. as for the final 2 items, they were supposed to be delivered on august 1st, but then i was sent a message saying it was delayed, it will be on august 3rd. when i reached out to customer service, i was given the run around, then finally told that if it did not arrive by the end of august 3rd to call in for a replacement. at about 8:30pm, half an hour after their own deadline for delivery. i called in for the replacements. first they say wait until the 4th, then started saying wait until the 18th of august before asking them to replace the missing items. i am charged every month for prime, and before this past year they were usually pretty good about delivering. so far this month, the only things that have actually been delivered to me are about 5 or 6 out of over 20 items. this has gone beyond incompetence and with them thinking it is fine to make a prime member have to wait over half a month for them to get their act together is absolutely unacceptable. i was told there is a prime guarantee, but clearly that is not true. they fail to deliver, they fail to keep their word, and now they are in fact committing fraud by saying they had a delivery guarantee and not keeping that word. i filed with the ftc and bbb because being charged that much money and then being given the run around as far as delivering what was ordered is just wrong. do not trust amazon to do anything other than take your money. ",Positive
"very bad customer service and they dont help if you have a problem. donât order anything, your money will be gone even if you dont received your package or its broken. watch out for those thiefs!",Negative
fake promising company not deliver the product on time ð just waste my time ,Negative
"horrible experience. amazon customer service is the worst. ordered birthday presents with overnight delivery option, never received my package. called 6 different agents, and they all keep lying to me by giving different times for delivery and at the end, still no package. i have been their customer for a long time and you think they would appreciate their customers, not at all ",Negative
"amazon is a thug, they are just working to rip you off. they try to get your money and donât give you refund when receiving a product. avoid this scammer company ",Neutral
i had arrange for my past due to go out on august 1st 2024. they suspended my service! i made the past due amount on the 31st of july. then the next day they took out another payment! which made me short on my bills. the agent i talked to was rude! i been with xfinity for awhile but seriously this was the last straw! seriously thinking about leaving xfinity. what happened to the customer is always right! now i'm struggling to at my other bills because if xfinity double charged ,Negative
"i ordered a samsung z pone6 through amazon with earphones, docking station, cover and pen the phone and earphones did not come as promised my items were lost the total cost me â£1,756.67 the message on tracking said items were lost i called and asked what i could do  and was promised the items would be delivered the earphones were delivered but no phone i called again and amazon advisor sam emailed me confirmation the phone had been ordered and would be with me the reason given was it is a large ticketed item and had to go through a different process i trusted him and had the email confirmation however a box from amazon has been delivered and when i opened it up there was no phone a bottle of cleaner was in the box i called to ask what i do now and was told to send it back for a refund? obviously i am not going to be able to send the phone back i dont have for a refund and i am now waiting for a call from amazon and to go through another few weeks or more trying to get a refund so please if your expecting a delivery make sure the driver opens the parcel before they leave.  i only hope i can get the refund i will try barclays card on monday as its saturday after 5 to ask if they can help if anyone else has experienced something similar can you please advise what i should do or amazons process  ",Positive
"this company went down hill in quality. they sent me the wrong product. its going to take 30 days for me to get 300 dollars back. the product they sent was a cheaper model. they needed me to send a picture through email so they can investigate. they never followed up, a week went by i had to call again and this customer service rep was like ok i can get a refund and ups will pick it up bc i told them im not taking the day and time to bring it to a place to ship it out. they must be hiring people that dont know how to read. i sure as hell know they are outsourcing their customer service bc i can barely understand anyone. also the delivery driver never follow my simple instructions to deliver to the back up the wooden stairs. i live on a main road and near a town with alot of bars you dont think there will be some drunk person snatching my box sometimes? sometimes i dont get it til 10 pm and im passed out by then. this company needs to be replaced and honestly i feel like they owe alot of pwople money. i needed this computer part to work. now im going to have to dish out more money to get one. im sick of amazon they are a trash company.",Positive
my review is based on customer service.. because there is none. amazon has their system set up so that you're stuck talking with robots who give u options that are useless. it's nearly impossible to ever get the chance to speak with a live agent and when you do they just throw links at you and make you wait 5 mins per question. it's very frustrating and disgusting with all the money this company makes. ,Negative
i wrote a previous review on after purchasing a fan off amazon. both amazon/ups took blatent disregard for my product and it arrived severely damaged. the woman i spoke to said she put a 20 dollar credit on my account to try to aid me in staying with the company. thought i would give them another chance only to discover she lied & never put a credit on my account. don't trust/believe anything these lying criminals tell you. ,Negative
"i used to love amazon many many years ago. back then, when they didnât deliver on their prime promise, they refunded you your monthly prime fee. now, so many things go wrong and they donât hold themselves accountable. 1. the customer support chat is a super hidden feature. iâve figured out how to access it now, but they make it super hard to get in touch with someone. 2. deliveries are never on time. they promise next day delivery but many of my orders get delayed. 3. multiple times iâve ordered âused- but in good conditionâ products for a smaller fee to be eco-friendly but many times items of the orders have been missing and itâs on me to package everything up again and haul it to the post office for a return. ",Positive
horrible delivery service ,Negative
i was issued a refund for an item that broke after a couple of weeks of using it. i switched banks and i updated my payment method but was still issued a refund to my old account!! i was advised by the rep and supervisor i needed to go to the bank myself and get the money! it doesnât work like that here. i am battling cancer. i donât need to be going and standing in line to argue with a bank i donât bank with anymore. horrible client service!!,Negative
admin thanks ,Positive
"appalling customer service when dealing with the security of your property i was an amazon prime customer for 5 years, and after 4 months of couriers ignoring delivery instructions, asked amazon to take action on drivers that refuse to to do so, as it was causing a security problem.it's important to note we have elderly parents at home that need a little extra time to respond to a courier. we also live a in time where security issues arise from time to time, particularly in urban areas.theft can be a problem at any time but when deliveries are left unattended for any length of time, it's a red wragg to a bull! i get that drivers are generally in a rush to get to the next delivery and are human, but these days there's a  noticeable trend for couriers to often ignore instructions to wait until someone answers the door,drop the item on the doorstep and move on. one customer support person informed me that these are called ""unattended deliveries"" genius.reporting this to their deliveries and logistics department turned out to be a fruitless exercise (so please save yourself the time and hope). despite assurances to look into the problem, the problem kept reoccurring, and bizarrely logistics kept on giving the same assurances. its eternal loop!they may well investigate the problem, whilst it continues to happen but will claim, due to gdpr and to protect the drivers identity claimants are not allowed to know the outcome of the investigation in any way. utter garbage.so you will never know if the problem has even been addressed and since it keeps happening, whatever efforts they may or may not of made, ultimately amount to nothing. i'm sure you can spot the loophole here..i'm sure they are lovely people doing their best, but i have cancelled my prime membership and saved 9 pounds a month for a similar service - they will not offer any other resolution and, as a manager told me after 3 hours of speaking to customer support,  ""we cannot change our policy and there's nothing more we can do"" avoid this happening to you because they are not serious about your security.",Positive
"service getting steadily more unreliable  - goods delivered to wrong address, goods delivery date  changed - what a let down from a once so reliable company",Negative
i was using amazon quite often but have all but stopped and dropped my prime membership. got sick and tired of paying full price for an opened used box item. there needs to be a choice and a discount for this. i ordered a few grand in dji cameras and a drone. all opened! package seals broke and protective screen covers removed. iâll take my business elsewhere. everyone else is copying their system to some degree anyway and i can actually call if there is an issue. amazon ruined a good thing,Positive
